0,FC,0,1,1,256,4096,-1,4096,-1,-1,-1,-1,-1
1,FC,1,1,1,256,4096,-1,4096,-1,-1,-1,-1,-1
2,FC,2,1,1,256,4096,-1,4096,-1,-1,-1,-1,-1
3,batch_matmul,3,32,-1,256,128,-1,128,-1,-1,-1,-1,-1
4,batch_matmul,4,32,-1,256,256,-1,256,-1,-1,-1,-1,-1
5,FC,5,1,1,256,4096,-1,4096,-1,-1,-1,-1,-1
6,FC,6,1,1,256,4096,-1,14336,-1,-1,-1,-1,-1
7,FC,7,1,1,256,4096,-1,14336,-1,-1,-1,-1,-1
8,FC,8,1,1,256,14336,-1,4096,-1,-1,-1,-1,-1
9,FC,9,1,1,256,4096,-1,4096,-1,-1,-1,-1,-1
10,FC,10,1,1,256,4096,-1,4096,-1,-1,-1,-1,-1
11,FC,11,1,1,256,4096,-1,4096,-1,-1,-1,-1,-1
12,batch_matmul,12,32,-1,256,128,-1,128,-1,-1,-1,-1,-1
13,batch_matmul,13,32,-1,256,256,-1,256,-1,-1,-1,-1,-1
14,FC,14,1,1,256,4096,-1,4096,-1,-1,-1,-1,-1
15,FC,15,1,1,256,4096,-1,14336,-1,-1,-1,-1,-1
16,FC,16,1,1,256,4096,-1,14336,-1,-1,-1,-1,-1
17,FC,17,1,1,256,14336,-1,4096,-1,-1,-1,-1,-1
18,FC,18,1,1,256,4096,-1,4096,-1,-1,-1,-1,-1
19,FC,19,1,1,256,4096,-1,4096,-1,-1,-1,-1,-1
20,FC,20,1,1,256,4096,-1,4096,-1,-1,-1,-1,-1
21,batch_matmul,21,32,-1,256,128,-1,128,-1,-1,-1,-1,-1
22,batch_matmul,22,32,-1,256,256,-1,256,-1,-1,-1,-1,-1
23,FC,23,1,1,256,4096,-1,4096,-1,-1,-1,-1,-1
24,FC,24,1,1,256,4096,-1,14336,-1,-1,-1,-1,-1
25,FC,25,1,1,256,4096,-1,14336,-1,-1,-1,-1,-1
26,FC,26,1,1,256,14336,-1,4096,-1,-1,-1,-1,-1
27,FC,27,1,1,256,4096,-1,4096,-1,-1,-1,-1,-1
28,FC,28,1,1,256,4096,-1,4096,-1,-1,-1,-1,-1
29,FC,29,1,1,256,4096,-1,4096,-1,-1,-1,-1,-1
30,batch_matmul,30,32,-1,256,128,-1,128,-1,-1,-1,-1,-1
31,batch_matmul,31,32,-1,256,256,-1,256,-1,-1,-1,-1,-1
32,FC,32,1,1,256,4096,-1,4096,-1,-1,-1,-1,-1
33,FC,33,1,1,256,4096,-1,14336,-1,-1,-1,-1,-1
34,FC,34,1,1,256,4096,-1,14336,-1,-1,-1,-1,-1
35,FC,35,1,1,256,14336,-1,4096,-1,-1,-1,-1,-1
36,FC,36,1,1,256,4096,-1,4096,-1,-1,-1,-1,-1
37,FC,37,1,1,256,4096,-1,4096,-1,-1,-1,-1,-1
38,FC,38,1,1,256,4096,-1,4096,-1,-1,-1,-1,-1
39,batch_matmul,39,32,-1,256,128,-1,128,-1,-1,-1,-1,-1
40,batch_matmul,40,32,-1,256,256,-1,256,-1,-1,-1,-1,-1
41,FC,41,1,1,256,4096,-1,4096,-1,-1,-1,-1,-1
42,FC,42,1,1,256,4096,-1,14336,-1,-1,-1,-1,-1
43,FC,43,1,1,256,4096,-1,14336,-1,-1,-1,-1,-1
44,FC,44,1,1,256,14336,-1,4096,-1,-1,-1,-1,-1
45,FC,45,1,1,256,4096,-1,4096,-1,-1,-1,-1,-1
46,FC,46,1,1,256,4096,-1,4096,-1,-1,-1,-1,-1
47,FC,47,1,1,256,4096,-1,4096,-1,-1,-1,-1,-1
48,batch_matmul,48,32,-1,256,128,-1,128,-1,-1,-1,-1,-1
49,batch_matmul,49,32,-1,256,256,-1,256,-1,-1,-1,-1,-1
50,FC,50,1,1,256,4096,-1,4096,-1,-1,-1,-1,-1
51,FC,51,1,1,256,4096,-1,14336,-1,-1,-1,-1,-1
52,FC,52,1,1,256,4096,-1,14336,-1,-1,-1,-1,-1
53,FC,53,1,1,256,14336,-1,4096,-1,-1,-1,-1,-1
54,FC,54,1,1,256,4096,-1,4096,-1,-1,-1,-1,-1
55,FC,55,1,1,256,4096,-1,4096,-1,-1,-1,-1,-1
56,FC,56,1,1,256,4096,-1,4096,-1,-1,-1,-1,-1
57,batch_matmul,57,32,-1,256,128,-1,128,-1,-1,-1,-1,-1
58,batch_matmul,58,32,-1,256,256,-1,256,-1,-1,-1,-1,-1
59,FC,59,1,1,256,4096,-1,4096,-1,-1,-1,-1,-1
60,FC,60,1,1,256,4096,-1,14336,-1,-1,-1,-1,-1
61,FC,61,1,1,256,4096,-1,14336,-1,-1,-1,-1,-1
62,FC,62,1,1,256,14336,-1,4096,-1,-1,-1,-1,-1
63,FC,63,1,1,256,4096,-1,4096,-1,-1,-1,-1,-1
64,FC,64,1,1,256,4096,-1,4096,-1,-1,-1,-1,-1
65,FC,65,1,1,256,4096,-1,4096,-1,-1,-1,-1,-1
66,batch_matmul,66,32,-1,256,128,-1,128,-1,-1,-1,-1,-1
67,batch_matmul,67,32,-1,256,256,-1,256,-1,-1,-1,-1,-1
68,FC,68,1,1,256,4096,-1,4096,-1,-1,-1,-1,-1
69,FC,69,1,1,256,4096,-1,14336,-1,-1,-1,-1,-1
70,FC,70,1,1,256,4096,-1,14336,-1,-1,-1,-1,-1
71,FC,71,1,1,256,14336,-1,4096,-1,-1,-1,-1,-1
72,FC,72,1,1,256,4096,-1,4096,-1,-1,-1,-1,-1
73,FC,73,1,1,256,4096,-1,4096,-1,-1,-1,-1,-1
74,FC,74,1,1,256,4096,-1,4096,-1,-1,-1,-1,-1
75,batch_matmul,75,32,-1,256,128,-1,128,-1,-1,-1,-1,-1
76,batch_matmul,76,32,-1,256,256,-1,256,-1,-1,-1,-1,-1
77,FC,77,1,1,256,4096,-1,4096,-1,-1,-1,-1,-1
78,FC,78,1,1,256,4096,-1,14336,-1,-1,-1,-1,-1
79,FC,79,1,1,256,4096,-1,14336,-1,-1,-1,-1,-1
80,FC,80,1,1,256,14336,-1,4096,-1,-1,-1,-1,-1
81,FC,81,1,1,256,4096,-1,4096,-1,-1,-1,-1,-1
82,FC,82,1,1,256,4096,-1,4096,-1,-1,-1,-1,-1
83,FC,83,1,1,256,4096,-1,4096,-1,-1,-1,-1,-1
84,batch_matmul,84,32,-1,256,128,-1,128,-1,-1,-1,-1,-1
85,batch_matmul,85,32,-1,256,256,-1,256,-1,-1,-1,-1,-1
86,FC,86,1,1,256,4096,-1,4096,-1,-1,-1,-1,-1
87,FC,87,1,1,256,4096,-1,14336,-1,-1,-1,-1,-1
88,FC,88,1,1,256,4096,-1,14336,-1,-1,-1,-1,-1
89,FC,89,1,1,256,14336,-1,4096,-1,-1,-1,-1,-1
90,FC,90,1,1,256,4096,-1,4096,-1,-1,-1,-1,-1
91,FC,91,1,1,256,4096,-1,4096,-1,-1,-1,-1,-1
92,FC,92,1,1,256,4096,-1,4096,-1,-1,-1,-1,-1
93,batch_matmul,93,32,-1,256,128,-1,128,-1,-1,-1,-1,-1
94,batch_matmul,94,32,-1,256,256,-1,256,-1,-1,-1,-1,-1
95,FC,95,1,1,256,4096,-1,4096,-1,-1,-1,-1,-1
96,FC,96,1,1,256,4096,-1,14336,-1,-1,-1,-1,-1
97,FC,97,1,1,256,4096,-1,14336,-1,-1,-1,-1,-1
98,FC,98,1,1,256,14336,-1,4096,-1,-1,-1,-1,-1
99,FC,99,1,1,256,4096,-1,4096,-1,-1,-1,-1,-1
100,FC,100,1,1,256,4096,-1,4096,-1,-1,-1,-1,-1
101,FC,101,1,1,256,4096,-1,4096,-1,-1,-1,-1,-1
102,batch_matmul,102,32,-1,256,128,-1,128,-1,-1,-1,-1,-1
103,batch_matmul,103,32,-1,256,256,-1,256,-1,-1,-1,-1,-1
104,FC,104,1,1,256,4096,-1,4096,-1,-1,-1,-1,-1
105,FC,105,1,1,256,4096,-1,14336,-1,-1,-1,-1,-1
106,FC,106,1,1,256,4096,-1,14336,-1,-1,-1,-1,-1
107,FC,107,1,1,256,14336,-1,4096,-1,-1,-1,-1,-1
108,FC,108,1,1,256,4096,-1,4096,-1,-1,-1,-1,-1
109,FC,109,1,1,256,4096,-1,4096,-1,-1,-1,-1,-1
110,FC,110,1,1,256,4096,-1,4096,-1,-1,-1,-1,-1
111,batch_matmul,111,32,-1,256,128,-1,128,-1,-1,-1,-1,-1
112,batch_matmul,112,32,-1,256,256,-1,256,-1,-1,-1,-1,-1
113,FC,113,1,1,256,4096,-1,4096,-1,-1,-1,-1,-1
114,FC,114,1,1,256,4096,-1,14336,-1,-1,-1,-1,-1
115,FC,115,1,1,256,4096,-1,14336,-1,-1,-1,-1,-1
116,FC,116,1,1,256,14336,-1,4096,-1,-1,-1,-1,-1
117,FC,117,1,1,256,4096,-1,4096,-1,-1,-1,-1,-1
118,FC,118,1,1,256,4096,-1,4096,-1,-1,-1,-1,-1
119,FC,119,1,1,256,4096,-1,4096,-1,-1,-1,-1,-1
120,batch_matmul,120,32,-1,256,128,-1,128,-1,-1,-1,-1,-1
121,batch_matmul,121,32,-1,256,256,-1,256,-1,-1,-1,-1,-1
122,FC,122,1,1,256,4096,-1,4096,-1,-1,-1,-1,-1
123,FC,123,1,1,256,4096,-1,14336,-1,-1,-1,-1,-1
124,FC,124,1,1,256,4096,-1,14336,-1,-1,-1,-1,-1
125,FC,125,1,1,256,14336,-1,4096,-1,-1,-1,-1,-1
